Yearterm,Subject,Crse,Sec,OnlineFCQ,BDContinEdCrse,Instructor,FormsRequested,FormsReturned,CourseOverallPctValid,CourseOverall,CourseOverall_SD,InstructorOverall,InstructorOverall_SD,HoursPerWkInclClass,PriorInterest,InstrEffective,Availability,Challenge,HowMuchLearned,InstrRespect,CrsTitle,R_Presnt,R_Fair,Workload,R_Divstu,R_Access,R_Learn,Campus,College,ASdiv,Level,Fcqdept,Instr_Group,I_Num
20171,ECEN,1310,010,OL,,"SOMENZI, FABIO",105,39,95%,5.2,0.9,5.5,0.8,7-9,4.2,5.2,5.4,5.2,5.2,5.9,C & MATLAB PROGRAMMING F,,,,,,,BD,EN,,LD,ECEN,TTT,1
20171,ECEN,1310,011,OL,,"BROWN, JOSHUA",31,5,100%,5.2,0.8,3.8,1.6,7-9,4.4,3.2,4.0,4.8,5.0,5.8,C & MATLAB PROGRAMMING F,,,,,,,BD,EN,,LD,ECEN,TA,1
20171,ECEN,1310,012,OL,,"KAMIREDDY, LAKHAN",32,9,89%,4.9,1.1,4.6,1.1,7-9,3.8,4.8,4.6,5.4,4.9,5.9,C & MATLAB PROGRAMMING F,,,,,,,BD,EN,,LD,ECEN,TA,1
20171,ECEN,1310,013,OL,,"SALMAN, MOHAMED",12,4,50%,5.5,0.7,5.5,0.7,10-12,5.5,5.5,5.5,5.5,5.5,5.5,C & MATLAB PROGRAMMING F,,,,,,,BD,EN,,LD,ECEN,TA,1
20171,ECEN,1310,014,OL,,"SOMENZI, FABIO",30,7,100%,5.0,1.2,5.4,0.8,7-9,4.1,5.0,5.1,4.6,4.7,5.6,C & MATLAB PROGRAMMING F,,,,,,,BD,EN,,LD,ECEN,TTT,1
20171,ECEN,1400,010,,,"FOSDICK, ALEXANDER",67,50,98%,4.6,1.4,5.0,1.2,10-12,4.5,4.9,5.3,5.0,5.0,5.8,INTRO DIG/ANALOG ELECT,,,,,,,BD,EN,,LD,ECEN,OTH,1
20171,ECEN,1400,011,,,"LAMBERT, SEAN",25,0,,,,,,,,,,,,,INTRO DIG/ANALOG ELECT,,,,,,,BD,EN,,LD,ECEN,TA,1
20171,ECEN,1400,012,,,"WILLIAMSON, JACK",28,0,,,,,,,,,,,,,INTRO DIG/ANALOG ELECT,,,,,,,BD,EN,,LD,ECEN,TA,1
20171,ECEN,1400,013,,,"RODRIGUEZ, MARIA",14,0,,,,,,,,,,,,,INTRO DIG/ANALOG ELECT,,,,,,,BD,EN,,LD,ECEN,TA,1
20171,ECEN,2250,001,OL,,"MODDEL, GARRET",59,25,100%,4.8,1.1,5.2,1.0,7-9,4.8,4.9,5.1,4.6,4.8,5.6,INTRO CIRCUITS & ELECTRO,,,,,,,BD,EN,,LD,ECEN,TTT,1
20171,ECEN,2260,001,OL,,"MARKS, ZEFRAM",91,29,100%,4.8,1.0,5.1,1.2,7-9,4.6,4.8,5.6,5.0,5.1,5.9,CIRCUITS AS SYSTEMS,,,,,,,BD,EN,,LD,ECEN,OTH,1
20171,ECEN,2270,010,OL,,"MARKS, ZEFRAM",87,25,100%,5.0,0.9,5.3,1.1,10-12,4.8,5.0,5.6,5.0,5.3,5.9,ELECTRONICS DESIGN LAB,,,,,,,BD,EN,,LD,ECEN,OTH,1
20171,ECEN,2270,011,OL,,"BOLLIMUNTHA, RAVI",26,6,100%,5.3,1.0,5.0,0.6,10-12,5.2,4.5,4.8,4.5,5.5,6.0,ELECTRONICS DESIGN LAB,,,,,,,BD,EN,,LD,ECEN,TA,1
20171,ECEN,2270,012,OL,,"COX, REBECCA",26,5,100%,4.4,1.1,5.0,1.0,7-9,4.4,4.6,4.4,5.6,5.4,6.0,ELECTRONICS DESIGN LAB,,,,,,,BD,EN,,LD,ECEN,TA,1
20171,ECEN,2270,013,OL,,"SEDIGHI, MEISAM",22,4,100%,5.8,0.5,3.3,2.6,10-12,5.5,3.3,3.3,4.3,5.8,5.8,ELECTRONICS DESIGN LAB,,,,,,,BD,EN,,LD,ECEN,TA,1
20171,ECEN,2270,014,OL,,"MARKS, ZEFRAM",13,4,100%,4.5,1.0,4.3,2.2,7-9,5.0,4.3,5.3,4.8,4.3,5.8,ELECTRONICS DESIGN LAB,,,,,,,BD,EN,,LD,ECEN,OTH,1
20171,ECEN,2350,001,,,"FOSDICK, ALEXANDER",104,90,99%,4.7,1.0,5.2,1.0,10-12,4.3,5.1,5.4,5.1,5.0,5.9,DIGITAL LOGIC,,,,,,,BD,EN,,LD,ECEN,OTH,1
20171,ECEN,2410,001,OL,,"DIXON, ALEXANDER",19,7,100%,5.6,0.5,5.7,0.5,7-9,5.4,5.6,5.4,5.3,5.6,5.9,RENEW ELECTRICAL ENERGY,,,,,,,BD,EN,,LD,ECEN,OTH,1
20171,ECEN,2420,010,,,"PSYCHOGIOU, DIMITRA",39,32,100%,5.0,1.1,5.3,0.8,7-9,4.3,5.0,5.4,5.2,5.5,6.0,ELECTRONICS FOR WIRELESS,,,,,,,BD,EN,,LD,ECEN,TTT,1
20171,ECEN,2420,010,,,"POPOVIC, ZOYA",39,32,100%,5.0,1.0,5.8,0.4,7-9,4.4,5.6,5.4,5.1,5.4,5.9,ELECTRONICS FOR WIRELESS,,,,,,,BD,EN,,LD,ECEN,TTT,2
20171,ECEN,2420,011,,,"BARTON, TAYLOR",20,0,,,,,,,,,,,,,ELECTRONICS FOR WIRELESS,,,,,,,BD,EN,,LD,ECEN,TTT,1
20171,ECEN,2420,012,,,"POPOVIC, ZOYA",19,0,,,,,,,,,,,,,ELECTRONICS FOR WIRELESS,,,,,,,BD,EN,,LD,ECEN,TTT,1
20171,ECEN,3010,010,OL,,"NEWHALL, WILLIAM",126,52,98%,4.9,0.8,5.3,0.8,7-9,3.9,5.0,5.2,4.4,5.0,5.9,CIRC/ELECT FOR MECH ENG,,,,,,,BD,EN,,UD,ECEN,OTH,1
20171,ECEN,3010,011,OL,,"PRADHAN, OMKAR",31,12,92%,4.9,0.7,5.2,0.7,4-6,3.8,4.3,4.9,4.5,5.1,5.8,CIRC/ELECT FOR MECH ENG,,,,,,,BD,EN,,UD,ECEN,TA,1
20171,ECEN,3010,012,OL,,"XING, JIAN",32,13,100%,4.9,1.0,4.5,1.6,7-9,4.0,4.1,4.7,4.5,4.9,5.2,CIRC/ELECT FOR MECH ENG,,,,,,,BD,EN,,UD,ECEN,TA,1
20171,ECEN,3010,013,OL,,"NEWHALL, WILLIAM",31,8,100%,4.8,0.7,5.3,0.9,7-9,3.5,5.0,5.0,4.1,4.6,5.9,CIRC/ELECT FOR MECH ENG,,,,,,,BD,EN,,UD,ECEN,OTH,1
20171,ECEN,3010,014,OL,,"NEWHALL, WILLIAM",32,6,100%,5.3,0.8,5.5,0.8,7-9,4.7,5.2,5.2,4.5,5.2,5.8,CIRC/ELECT FOR MECH ENG,,,,,,,BD,EN,,UD,ECEN,OTH,1
20171,ECEN,3250,001,,,"GOPINATH, JULIET",53,37,97%,4.6,1.4,5.2,1.1,7-9,3.8,4.7,5.6,5.0,5.1,5.9,MICROELECTRONICS,,,,,,,BD,EN,,UD,ECEN,TTT,1
20171,ECEN,3300,001,,,"TOURI, BEHROUZ",61,47,98%,4.5,1.1,5.1,1.2,7-9,3.8,4.4,5.2,5.0,4.6,5.9,LINEAR SYSTEMS,,,,,,,BD,EN,,UD,ECEN,TTT,1
20171,ECEN,3320,001,OL,,"JEONG, JAEWOONG",12,5,100%,5.2,0.8,5.6,0.5,7-9,4.2,4.8,5.4,4.8,5.2,6.0,SEMICONDUCTOR DEVICES,,,,,,,BD,EN,,UD,ECEN,TTT,1
20171,ECEN,3350,001,OL,,"KELLER, ERIC",39,16,100%,4.9,1.0,5.2,1.0,7-9,4.2,4.8,5.1,4.0,4.9,5.9,PROGRAMMING DIGITAL SYST,,,,,,,BD,EN,,UD,ECEN,TTT,1
20171,ECEN,3360,010,OL,,"WILLIAMSON, JAMES",78,31,100%,4.3,1.5,4.5,1.4,10-12,4.4,4.5,4.6,4.7,4.7,5.8,DIGITAL DESIGN LABORATOR,,,,,,,BD,EN,,UD,ECEN,OTH,1
20171,ECEN,3360,011,OL,,"LIU, QI",32,11,100%,4.4,1.7,5.1,1.0,7-9,4.2,4.5,5.0,4.4,4.5,5.8,DIGITAL DESIGN LABORATOR,,,,,,,BD,EN,,UD,ECEN,TA,1
20171,ECEN,3360,012,OL,,"SARIN, VIDUR",32,9,100%,4.3,1.8,4.6,1.4,10-12,4.3,4.5,4.4,4.9,4.6,5.4,DIGITAL DESIGN LABORATOR,,,,,,,BD,EN,,UD,ECEN,TA,1
20171,ECEN,3360,013,OL,,"WILLIAMSON, JAMES",14,1,0%,,,,,S,,,,,,,DIGITAL DESIGN LABORATOR,,,,,,,BD,EN,,UD,ECEN,OTH,1
20171,ECEN,3400,001,OL,,"FILIPOVIC, DEJAN",39,13,100%,4.3,0.9,5.1,0.9,10-12,4.3,4.9,4.4,5.5,4.7,5.8,ELECTROMAG FLDS/WAVES,,,,,,,BD,EN,,UD,ECEN,TTT,1
20171,ECEN,3410,001,OL,,"WAGNER, KELVIN",22,7,100%,4.3,1.7,3.9,1.6,7-9,5.7,4.3,5.6,5.9,4.4,6.0,ELECTROMAG WAVES,,,,,,,BD,EN,,UD,ECEN,TTT,1
20171,ECEN,4002,001,OL,,"WUSTROW, ERIC",47,20,100%,5.8,0.4,5.8,0.5,10-12,5.1,5.7,5.6,5.1,5.4,6.0,SPECIAL TOPICS,,,,,,,BD,EN,,UD,ECEN,TTT,1
20171,ECEN,4005,001,OL,,"SHAHEEN, SEAN",23,15,93%,4.9,0.8,5.3,0.8,7-9,4.9,5.1,5.3,4.9,4.6,5.9,SPECIAL TOPICS,,,,,,,BD,EN,,UD,ECEN,TTT,1
20171,ECEN,4009,002,OL,,"MODDEL, GARRET",18,10,100%,4.9,1.7,5.4,1.3,7-9,4.8,5.4,5.6,4.0,5.0,6.0,SPECIAL TOPICS,,,,,,,BD,EN,,UD,ECEN,TTT,1
20171,ECEN,4011,001,OL,,"MIHRAN, RICHARD",22,11,91%,5.6,0.7,5.6,0.7,10-12,5.6,5.8,5.4,4.8,5.6,6.0,SPECIAL TOPICS,,,,,,,BD,EN,,UD,ECEN,OTH,1
20171,ECEN,4313,001,,,"CERNY, PAVOL",37,23,100%,4.9,0.9,5.1,1.0,7-9,4.5,4.7,5.5,5.3,5.1,5.8,CONCURRENT PROGRAMMING,,,,,,,BD,EN,,UD,ECEN,TTT,1
20171,ECEN,4341,001,OL,,"BARNES, FRANK",12,5,100%,4.8,1.1,4.8,1.1,7-9,4.6,4.6,5.8,5.2,5.2,6.0,BIOELECTROMAGNETICS,,,,,,,BD,EN,,UD,ECEN,OTH,1
20171,ECEN,4517,010,,,"AFRIDI, KHURRAM",52,46,100%,4.8,1.1,4.7,1.2,13-15,5.3,4.5,4.6,5.3,5.2,5.9,PWR ELECTRNICS & PHOTOVO,,,,,,,BD,EN,,UD,ECEN,TTT,1
20171,ECEN,4517,011,,,"KUMAR, ASHISH",20,19,95%,5.2,1.2,5.9,0.3,13-15,5.2,5.7,5.9,5.4,5.4,6.0,PWR ELECTRNICS & PHOTOVO,,,,,,,BD,EN,,UD,ECEN,TA,1
20171,ECEN,4517,012,,,"PERVAIZ, SAAD",22,16,100%,4.5,1.0,3.9,1.5,13-15,5.3,4.0,4.3,5.3,4.9,5.4,PWR ELECTRNICS & PHOTOVO,,,,,,,BD,EN,,UD,ECEN,TA,1
20171,ECEN,4517,013,,,"AFRIDI, KHURRAM",12,0,,,,,,,,,,,,,PWR ELECTRNICS & PHOTOVO,,,,,,,BD,EN,,UD,ECEN,TTT,1
20171,ECEN,4532,010,OL,,"POURKAMALI ANARAKI,",27,11,100%,4.3,1.0,3.8,1.3,7-9,5.1,2.9,5.1,4.5,4.0,5.8,DSP LABORATORY,,,,,,,BD,EN,,UD,ECEN,OTH,1
20171,ECEN,4532,011,OL,,"PARYEKAR, RADHIKAR",27,9,100%,4.6,0.7,4.7,1.5,7-9,4.9,3.9,4.8,4.6,4.4,5.8,DSP LABORATORY,,,,,,,BD,EN,,UD,ECEN,TA,1
20171,ECEN,4593,001,OL,,"GRAHAM, KEITH",63,28,100%,4.6,1.3,4.7,1.3,10-12,4.7,4.6,5.6,5.3,4.8,5.9,COMPUTER ORGANIZATION,,,,,,,BD,EN,,UD,ECEN,OTH,1
20171,ECEN,4606,010,OL,,"YU, JIUN-YANN",5,4,100%,5.5,0.6,5.8,0.5,7-9,4.8,5.3,5.8,5.3,5.3,6.0,UNDERGRAD OPTICS LAB,,,,,,,BD,EN,,UD,ECEN,OTH,1
20171,ECEN,4606,011,OL,,"YU, JIUN-YANN",2,1,100%,5.0,,5.0,,7-9,4.0,5.0,6.0,4.0,5.0,6.0,UNDERGRAD OPTICS LAB,,,,,,,BD,EN,,UD,ECEN,OTH,1
20171,ECEN,4606,013,OL,,"YU, JIUN-YANN",2,1,100%,6.0,,6.0,,7-9,6.0,6.0,6.0,5.0,6.0,6.0,UNDERGRAD OPTICS LAB,,,,,,,BD,EN,,UD,ECEN,OTH,1
20171,ECEN,4616,001,OL,,"BARSIC, ANTHONY",11,6,100%,4.2,1.8,4.7,1.4,10-12,4.3,4.5,5.3,3.7,3.8,5.3,OPTOELECTRONIC SYS DESIG,,,,,,,BD,EN,,UD,ECEN,OTH,1
20171,ECEN,4620,800,,,"FEMRITE, ANDREW",90,61,100%,4.4,1.2,4.8,1.1,13-15,4.8,4.3,5.3,5.3,5.0,6.0,"CAPSTONE LAB, PART 2",,,,,,,BD,EN,,UD,ECEN,OTH,1
20171,ECEN,4620,801,,,"ARENDALL, MATTHEW",12,10,100%,4.0,1.4,5.4,0.8,13-15,5.4,5.3,5.7,5.6,5.7,6.0,"CAPSTONE LAB, PART 2",,,,,,,BD,EN,,UD,ECEN,TA,1
20171,ECEN,4620,801,,,"QUINN, JONATHAN",12,12,100%,4.3,1.5,5.4,0.9,10-12,4.6,4.7,5.3,5.0,4.8,5.9,"CAPSTONE LAB, PART 2",,,,,,,BD,EN,,UD,ECEN,TA,2
20171,ECEN,4620,801,,,"POLLARD, CHRISTOPHER",12,10,100%,4.8,0.8,5.1,1.1,10-12,4.4,4.9,5.6,5.4,4.8,5.6,"CAPSTONE LAB, PART 2",,,,,,,BD,EN,,UD,ECEN,TA,3
20171,ECEN,4620,801,,,"WAY, DYLAN",14,14,100%,4.0,1.4,5.8,0.4,13-15,4.6,4.6,5.6,5.2,4.6,6.0,"CAPSTONE LAB, PART 2",,,,,,,BD,EN,,UD,ECEN,TA,5
20171,ECEN,4638,001,OL,,"COOK, JACOB",7,6,100%,5.3,1.0,5.8,0.4,7-9,4.7,5.3,5.8,4.7,5.5,6.0,CONTROL SYSTEMS LAB,,,,,,,BD,EN,,UD,ECEN,OTH,1
20171,ECEN,4638,002,OL,,"BRAKER, ROGER",18,8,100%,5.6,0.5,5.9,0.4,7-9,5.4,5.5,5.9,5.4,5.5,5.9,CONTROL SYSTEMS LAB,,,,,,,BD,EN,,UD,ECEN,TA,1
20171,ECEN,4652,011,OL,,"YALLA, ANVESH",16,5,100%,5.2,1.1,4.6,1.1,13-15,4.8,4.2,3.8,5.6,5.4,6.0,COMMUNICATIONS,,,,,,,BD,EN,,UD,ECEN,TA,1
20171,ECEN,5003,001,OL,,"SCHERR, TIMOTHY",3,2,100%,2.5,2.1,3.0,1.4,10-12,4.5,2.5,4.0,3.0,3.0,3.5,SPECIAL TOPICS,,,,,,,BD,EN,,GR,ECEN,OTH,1
20171,ECEN,5006,002,OL,,"PIESTUN, RAFAEL",8,7,100%,5.0,1.3,4.7,1.4,7-9,5.1,5.0,4.5,4.6,5.3,5.8,SPECIAL TOPICS,,,,,,,BD,EN,,GR,ECEN,TTT,1
20171,ECEN,5008,001,OL,,"DALLANESE, EMILIANO",9,7,100%,5.4,0.8,5.9,0.4,10-12,5.4,5.6,5.9,5.7,5.6,5.9,SPECIAL TOPICS,,,,,,,BD,EN,,GR,ECEN,OTH,1
20171,ECEN,5008,002,OL,,"CHEN, XUDONG",4,3,100%,6.0,0.0,5.7,0.6,7-9,5.0,5.0,6.0,6.0,6.0,6.0,SPECIAL TOPICS,,,,,,,BD,EN,,GR,ECEN,OTH,1
20171,ECEN,5013,001,OL,,"FOSDICK, ALEXANDER",17,12,100%,5.6,0.7,5.5,0.7,13-15,5.4,5.6,5.6,5.4,5.7,5.7,SPECIAL TOPICS,,,,,,,BD,EN,,GR,ECEN,OTH,1
20171,ECEN,5013,001B,OL,,"SHAH, ISHAN",2,0,,,,,,,,,,,,,SPECIAL TOPICS,,,,,,,BD,EN,,GR,ECEN,TA,1
20171,ECEN,5015,001,OL,,"PARK, WOUNJHANG",8,4,100%,4.8,0.5,5.0,0.8,10-12,4.3,4.5,4.0,4.5,4.8,6.0,SPECIAL TOPICS,,,,,,,BD,EN,,GR,ECEN,TTT,1
20171,ECEN,5016,001,OL,,"PARK, WOUNJHANG",12,5,100%,5.0,1.2,5.4,0.9,10-12,4.2,5.0,5.2,5.4,5.2,6.0,SPECIAL TOPICS,,,,,,,BD,EN,,GR,ECEN,TTT,1
20171,ECEN,5023,001,OL,,"GRAHAM, KEITH",15,14,100%,5.1,0.9,5.8,0.6,13-15,5.1,5.4,6.0,5.1,4.9,6.0,SPECIAL TOPICS,,,,,,,BD,EN,,GR,ECEN,OTH,1
20171,ECEN,5023,002,OL,,"GRAHAM, KEITH",7,5,100%,5.4,0.5,6.0,0.0,13-15,4.4,5.6,6.0,4.8,4.8,6.0,SPECIAL TOPICS,,,,,,,BD,EN,,GR,ECEN,OTH,1
20171,ECEN,5023,002B,OL,,"GRAHAM, KEITH",2,0,,,,,,,,,,,,,SPECIAL TOPICS,,,,,,,BD,EN,,GR,ECEN,OTH,1
20171,ECEN,5024,002,,,"BARTON, TAYLOR",26,23,100%,5.3,0.7,5.5,0.7,7-9,5.2,5.4,5.7,4.6,5.0,6.0,SPECIAL TOPICS,,,,,,,BD,EN,,GR,ECEN,TTT,1
20171,ECEN,5043,002,OL,,"SCHERR, TIMOTHY",7,6,100%,3.8,1.5,3.5,1.6,16+,4.7,3.0,3.7,4.0,4.2,4.8,SPECIAL TOPICS,,,,,,,BD,EN,,GR,ECEN,OTH,1
20171,ECEN,5053,001,OL,,"LOBO, NESTOR",9,6,100%,5.0,0.6,4.8,1.0,7-9,4.0,4.7,5.0,4.7,5.3,5.5,SPECIAL TOPICS,,,,,,,BD,EN,,GR,ECEN,TA,1
20171,ECEN,5053,001,OL,,"BERLIA, RISHABH",9,6,100%,5.2,0.8,4.7,0.8,7-9,4.2,4.3,4.3,4.8,5.0,5.3,SPECIAL TOPICS,,,,,,,BD,EN,,GR,ECEN,TA,2
20171,ECEN,5053,001,OL,,"ZWEIGHAFT, JAMES",9,6,100%,5.3,0.8,5.7,0.5,10-12,4.2,5.7,5.8,4.7,5.3,5.8,SPECIAL TOPICS,,,,,,,BD,EN,,GR,ECEN,OTH,3
20171,ECEN,5053,002,OL,,"SLUITER, DAVID",3,2,100%,4.5,0.7,6.0,0.0,13-15,6.0,5.5,6.0,4.5,4.0,6.0,SPECIAL TOPICS,,,,,,,BD,EN,,GR,ECEN,OTH,1
20171,ECEN,5053,003,OL,,"MONTGOMERY, BRUCE",11,7,100%,5.4,0.5,5.7,0.5,10-12,5.4,5.3,5.4,4.9,5.6,5.9,SPECIAL TOPICS,,,,,,,BD,EN,,GR,ECEN,OTH,1
20171,ECEN,5114,002,OL,,"KUESTER, EDWARD",16,12,100%,5.0,1.0,5.5,0.9,10-12,4.7,4.9,5.3,5.8,5.0,5.9,WAVEGUIDES/TRANS LINES,,,,,,,BD,EN,,GR,ECEN,TTT,1
20171,ECEN,5114,002B,OL,,"KUESTER, EDWARD",4,1,100%,6.0,,6.0,,13-15,6.0,6.0,6.0,6.0,6.0,6.0,WAVEGUIDES/TRANS LINES,,,,,,,BD,EN,,GR,ECEN,TTT,1
20171,ECEN,5264,001,OL,,"GASIEWSKI, ALBIN",12,8,100%,5.0,0.5,4.9,0.8,10-12,4.4,4.6,3.0,5.1,5.4,5.9,ELECTRO ABSORP/SCATTERNG,,,,,,,BD,EN,,GR,ECEN,TTT,1
20171,ECEN,5264,001,OL,,"ZHANG, KUN",12,8,100%,4.9,0.6,4.6,0.9,10-12,4.4,4.1,5.5,5.1,5.4,6.0,ELECTRO ABSORP/SCATTERNG,,,,,,,BD,EN,,GR,ECEN,OTH,2
20171,ECEN,5458,001,OL,,"WRIGHT, ALAN",10,5,100%,3.8,1.3,4.2,0.8,7-9,4.2,3.8,5.2,4.2,3.8,5.4,SAMPLED DATA/DIG CON SYS,,,,,,,BD,EN,,GR,ECEN,OTH,1
20171,ECEN,5593,007B,OL,,"CONNORS, DANIEL",35,28,100%,4.5,1.0,4.7,1.0,7-9,4.5,4.3,3.8,4.9,4.4,5.6,ADVANCED COMP ARCH,,,,,,,BD,EN,,GR,ECEN,TTT,1
20171,ECEN,5613,001,OL,,"MCCLURE, LINDEN",13,11,100%,5.4,0.8,5.5,0.7,16+,5.3,5.2,5.4,5.3,5.4,5.7,EMBEDDED SYSTEM DESIGN,,,,,,,BD,EN,,GR,ECEN,OTH,1
20171,ECEN,5623,001,OL,,"SCHERR, TIMOTHY",26,20,100%,4.6,1.1,3.7,1.1,10-12,5.1,3.6,4.3,4.8,4.8,5.6,REAL-TIME EMBEDDED SYSTM,,,,,,,BD,EN,,GR,ECEN,OTH,1
20171,ECEN,5623,001B,OL,,"SCHERR, TIMOTHY",3,0,,,,,,,,,,,,,REAL-TIME EMBEDDED SYSTM,,,,,,,BD,EN,,GR,ECEN,OTH,1
20171,ECEN,5652,001,OL,,"VARANASI, MAHESH",9,6,100%,4.5,1.6,4.5,1.6,10-12,4.8,4.3,4.0,5.5,4.3,6.0,DETEC/EXTRCT SIG NOISE,,,,,,,BD,EN,,GR,ECEN,TTT,1
20171,ECEN,5692,001,OL,,"LIU, YOUJIAN",3,3,100%,5.0,1.0,5.7,0.6,7-9,4.3,4.7,5.3,4.3,4.7,6.0,PRIN OF DIGITAL COMM,,,,,,,BD,EN,,GR,ECEN,TTT,1
20171,ECEN,5737,001,OL,,"MILIVOJEVIC, NIKOLA",19,11,100%,3.1,1.0,3.4,1.5,13-15,4.6,3.6,2.9,4.8,3.5,5.6,ADJUST SPEED AC DRIVES,,,,,,,BD,EN,,GR,ECEN,OTH,1
20171,ECEN,5737,001,OL,,"GURKAYNAK, YUSUF",19,11,100%,2.9,1.2,2.5,1.3,13-15,4.6,2.6,3.1,4.6,3.0,5.5,ADJUST SPEED AC DRIVES,,,,,,,BD,EN,,GR,ECEN,OTH,2
20171,ECEN,5737,001B,OL,,"MILIVOJEVIC, NIKOLA",7,2,100%,2.5,2.1,2.5,0.7,10-12,6.0,2.5,3.5,5.0,2.5,6.0,ADJUST SPEED AC DRIVES,,,,,,,BD,EN,,GR,ECEN,OTH,1
20171,ECEN,5807,001,OL,,"MAKSIMOVIC, DRAGAN",33,29,97%,5.6,0.7,5.7,0.6,13-15,5.2,5.6,5.6,5.6,5.6,5.9,MODL/CNTRL POWR ELEC SYS,,,,,,,BD,EN,,GR,ECEN,TTT,1
20171,ECEN,5807,001B,OL,,"MAKSIMOVIC, DRAGAN",4,0,,,,,,,,,,,,,MODL/CNTRL POWR ELEC SYS,,,,,,,BD,EN,,GR,ECEN,TTT,1
20171,ECEN,5837,010,OL,,"LE, HANH-PHUC",12,8,100%,4.3,1.0,4.5,1.4,13-15,5.5,4.4,5.5,5.6,4.8,5.6,MIXED-SIGNAL IC DESIGN L,,,,,,,BD,EN,,GR,ECEN,TTT,1
20171,ECEN,5837,012,OL,,"LE, HANH-PHUC",12,4,100%,4.0,0.8,4.0,1.8,10-12,4.8,3.8,5.3,5.0,4.0,5.3,MIXED-SIGNAL IC DESIGN L,,,,,,,BD,EN,,GR,ECEN,TTT,1
20171,ECEN,6016,001,OL,,"FILIPOVIC, DEJAN",14,9,100%,4.4,1.3,5.1,1.1,0-3,4.2,4.6,5.1,2.4,4.1,5.7,SPECIAL TOPICS,,,,,,,BD,EN,,GR,ECEN,TTT,1
20171,ECEN,6144,001B,OL,,"KUESTER, EDWARD",2,1,100%,4.0,,5.0,,13-15,4.0,5.0,4.0,6.0,4.0,6.0,ELEC BDRY PROBLEMS,,,,,,,BD,EN,,GR,ECEN,TTT,1
20167,ECEN,1100,001,OL,,"BARSIC, ANTHONY",97,37,97%,4.4,1.4,5.1,0.9,0-3,4.0,4.9,5.1,2.4,4.3,5.8,FRESHMAN SEMINAR,,,,,,,BD,EN,,LD,ECEN,OTH,1
